rank_GHS_250m,rank_GHS_1km,rank_GPW_30as,fips_state,fips_county,county,countylong,state,stateabb,pop,landarea,popdens,pwpd_GHS_250m,pwpd_GHS_1km,pwpd_GPW_30as,pwpd_GPW_2.5as,pwlogpd_GHS_250m,pwlogpd_GHS_1km,pwlogpd_GPW_30as,pwlogpd_GPW_2.5as,gamma_GHS_250m,gamma_GHS_1km
414,1108,1343,48,283,La Salle,La Salle County,Texas,TX,7311.137577,3850.545737,1.898727629,2095.102783,519.0806459,455.4682617,154.2512054,6.631257057,5.649401515,5.181595325,4.17910099,0.634335868,0.679614285
415,977,973,13,53,Chattahoochee,Chattahoochee County,Georgia,GA,9755.107685,644.226248,15.14236298,2089.867676,575.5110816,600.6358032,158.5436096,6.890773773,5.811039102,5.735308647,4.840607643,0.533856291,0.562420232
416,402,290,48,397,Rockwall,Rockwall County,Texas,TX,103089.9405,329.224077,313.1300161,2087.802734,1042.065363,1292.766846,666.6750488,7.250153065,6.570721258,6.732847691,6.139745235,0.220097385,0.207416884
417,187,196,36,103,Suffolk,Suffolk County,New York,NY,1516616.52,2361.568402,642.2073225,2084.252686,1490.701263,1565.650879,1229.89856,7.338139534,7.057029286,7.1074543,6.909714222,0.111731385,0.108417914
418,371,371,12,21,Collier,Collier County,Florida,FL,360137.6623,5172.045734,69.63156956,2082.009521,1081.064148,1155.931641,703.49823,7.200721264,6.62946819,6.657724857,6.287215233,0.300114507,0.320719862
419,390,360,17,29,Coles,Coles County,Illinois,IL,53823.45921,1316.447134,40.88539359,2081.955322,1051.101465,1171.827148,533.59198,6.851240158,6.195762496,6.189099789,5.525504589,0.395087199,0.452034017
420,268,248,42,49,Erie,Erie County,Pennsylvania,PA,277796.0653,2069.551279,134.2300952,2080.841064,1274.792262,1383.521973,883.5256348,7.063107491,6.488012292,6.474248409,6.084686756,0.263440125,0.294820875
421,293,318,6,7,Butte,Butte County,California,CA,226617.2522,4238.488156,53.46652954,2076.888916,1228.633057,1233.938477,702.4280396,7.071422577,6.490024022,6.424100876,5.889717579,0.32895492,0.375313212
422,312,271,49,45,Tooele,Tooele County,Utah,UT,68362.93447,17979.55688,3.802259139,2075.868896,1187.827544,1340.813965,469.5941772,7.3019104,6.698899517,6.654992104,5.759040356,0.500717004,0.586331673
423,279,261,27,37,Dakota,Dakota County,Minnesota,MN,422288.9695,1456.983368,289.8378793,2074.498535,1257.0682,1368.325317,892.085022,7.305990696,6.902161073,6.947431087,6.567150593,0.196792368,0.201426535
424,359,316,27,27,Clay,Clay County,Minnesota,MN,61852.30004,2707.051032,22.84859033,2073.306152,1111.538416,1235.672363,891.1789551,6.912420273,6.23955876,6.260919094,5.995253086,0.420919341,0.491497979
425,292,295,41,53,Polk,Polk County,Oregon,OR,80440.50497,1918.983325,41.91829284,2067.076172,1229.90721,1280.983765,600.3512573,7.090369701,6.506752323,6.430310726,5.802490234,0.375212928,0.446980486
426,322,322,41,29,Jackson,Jackson County,Oregon,OR,212798.4684,7208.597903,29.52009132,2066.739502,1176.7022,1225.959961,628.6373291,7.059884548,6.453011481,6.345411301,5.756048679,0.364448013,0.414880966
427,2257,2600,12,65,Jefferson,Jefferson County,Florida,FL,15723.72595,1549.012954,10.15080339,2064.347412,221.079595,161.8742065,39.20333862,5.514458179,4.320201385,3.757116079,3.202038288,0.525736243,0.419443622
428,307,298,16,27,Canyon,Canyon County,Idaho,ID,224184.6897,1520.445185,147.4467425,2056.559326,1196.824547,1276.619507,785.9173584,7.135822773,6.57275161,6.598826408,6.101361752,0.260969789,0.285796248
429,348,347,42,17,Bucks,Bucks County,Pennsylvania,PA,633231.0755,1565.393345,404.5188243,2055.126465,1126.228405,1189.116821,908.1815186,7.242073059,6.721067808,6.730619431,6.540938854,0.160437603,0.139198795
430,298,246,21,37,Campbell,Campbell County,Kentucky,KY,91556.35096,391.968572,233.5808468,2052.307861,1221.566603,1403.394775,912.9736328,7.161304474,6.6100478,6.596441269,6.384592533,0.250107586,0.277057583
431,364,331,41,71,Yamhill,Yamhill County,Oregon,OR,107325.4669,1854.169185,57.88331925,2051.756104,1088.013554,1213.136719,481.5366516,6.999685764,6.327477336,6.309827328,5.587735653,0.347744369,0.389847812
432,253,249,53,63,Spokane,Spokane County,Washington,WA,495258.4872,4568.46394,108.4080982,2045.093384,1311.63735,1383.388062,972.630188,7.216566563,6.727188392,6.696240425,6.330320358,0.262264214,0.295852469
433,272,253,48,381,Randall,Randall County,Texas,TX,123372.6568,2361.896543,52.23457273,2043.083984,1272.199566,1380.080933,667.4003296,7.230834961,6.716105441,6.734062672,5.918567657,0.342602987,0.41105543
434,254,252,29,95,Jackson,Jackson County,Missouri,MO,675388.0895,1565.689799,431.3677523,2042.585693,1309.220366,1380.112305,935.9926147,7.351046085,6.955148673,6.978330612,6.638086319,0.153413231,0.150926288
435,357,356,27,109,Olmsted,Olmsted County,Minnesota,MN,154449.1053,1692.860704,91.23556646,2038.310913,1114.402852,1174.337769,684.5831909,7.138412476,6.50897975,6.472715378,5.980679989,0.304738405,0.336638449
436,481,484,39,57,Greene,Greene County,Ohio,OH,168202.5103,1071.283002,157.0103418,2035.575806,954.5165176,1007.816406,614.5197754,6.984351635,6.432711286,6.417676449,6.037517071,0.263304517,0.258706261
437,342,348,8,77,Mesa,Mesa County,Colorado,CO,162685.6748,8621.849401,18.86899982,2033.382813,1136.500858,1187.846802,575.1439819,7.076218128,6.565313439,6.503880024,5.906579494,0.395441101,0.452236175
438,299,281,51,770,Roanoke,Roanoke city,Virginia,VA,96114.531,110.129457,872.7413502,2031.581543,1217.669731,1312.37439,999.8109741,7.366098881,6.997720535,7.049469471,6.831542969,0.110743122,0.070837803
439,724,743,39,139,Richland,Richland County,Ohio,OH,120138.1646,1282.554028,93.67103606,2029.611206,735.7718588,752.8766479,413.8858948,6.61772728,5.880077485,5.811494827,5.396235943,0.309037661,0.288003879
440,286,268,55,139,Winnebago,Winnebago County,Wisconsin,WI,170671.9979,1125.859768,151.5925898,2027.493164,1240.067491,1342.748535,909.9934692,7.085311413,6.561560529,6.642067909,6.256597042,0.264717215,0.299122414
441,498,529,21,227,Warren,Warren County,Kentucky,KY,124934.8887,1403.048148,89.04533238,2027.304199,933.3464561,932.3709106,531.5934448,6.928412437,6.146067878,5.939383984,5.569224358,0.311958239,0.324247916
442,305,284,53,77,Yakima,Yakima County,Washington,WA,251700.3014,11122.73396,22.62935555,2027.104492,1203.561275,1304.744019,667.6751709,6.97501421,6.379052081,6.351159573,5.774104595,0.371822754,0.426521451
443,255,262,48,135,Ector,Ector County,Texas,TX,144451.1893,2325.322369,62.12093051,2024.577148,1308.051297,1365.644165,863.6435547,7.222098827,6.80569232,6.802130699,6.321557045,0.331065079,0.393106621
444,319,358,13,67,Cobb,Cobb County,Georgia,GA,723447.3164,880.052398,822.0502757,2023.815308,1180.679351,1173.708984,934.9607544,7.264310837,6.91882302,6.918480873,6.773328781,0.09411203,0.053398924
445,631,609,29,147,Nodaway,Nodaway County,Missouri,MO,24109.46924,2271.326614,10.6147082,2022.184448,794.8406918,860.5151367,224.6811218,6.197649956,5.374458084,5.279569626,4.24054575,0.500770997,0.55846719
446,368,403,35,13,Doña Ana,Doña Ana County,New Mexico,NM,227267.0086,9863.164217,23.04199785,2021.428223,1084.587425,1101.241455,611.3520508,7.148460388,6.504378104,6.414132595,5.857322216,0.374430907,0.418812624
447,302,280,16,19,Bonneville,Bonneville County,Idaho,ID,117872.2122,4832.872006,24.38968217,2020.940063,1209.54521,1315.23291,819.604248,7.172896385,6.59591709,6.644708633,6.166220665,0.3939236,0.460184987
448,1300,1898,12,23,Columbia,Columbia County,Florida,FL,73011.62638,2065.648366,35.34562202,2017.252319,448.5872445,298.3905945,162.4659882,6.435768127,5.339281622,4.901088715,4.546781063,0.388482251,0.332878588
449,306,335,13,63,Clayton,Clayton County,Georgia,GA,271679.7623,366.94671,740.3793383,2016.996582,1198.949138,1208.298096,875.5058594,7.322455883,6.946858734,6.944327354,6.697045326,0.116501115,0.081629192
450,347,368,22,95,St. John the Baptist,St. John the Baptist Parish,Louisiana,LA,46919.94214,555.086131,84.5273184,2016.667236,1128.45392,1160.754395,485.9569397,7.277276993,6.687869153,6.649081707,5.935499191,0.349096181,0.410108945
451,282,278,21,117,Kenton,Kenton County,Kentucky,KY,161675.6104,415.149811,389.4392003,2010.724854,1251.894904,1317.413574,911.5776978,7.285310268,6.812493605,6.812025547,6.547861099,0.186003542,0.193693098
452,570,556,72,37,Ceiba,Ceiba Municipio,Puerto Rico,PR,12524.81205,75.201647,166.549704,2008.203491,856.9370531,904.9940186,385.9992065,7.207728386,6.430572716,6.41775465,5.678914547,0.358445868,0.379167832
453,565,547,1,125,Tuscaloosa,Tuscaloosa County,Alabama,AL,209769.8521,3421.010003,61.31810545,2006.640137,860.7450302,910.1435547,514.9700317,6.893979073,6.097577588,5.964307785,5.581711292,0.31990661,0.324628096
454,414,468,45,35,Dorchester,Dorchester County,South Carolina,SC,157061.1807,1472.651489,106.6519688,2003.922607,1016.317556,1025.086914,709.4483643,7.166574478,6.53031504,6.41838789,6.080886841,0.289263395,0.309037138
455,277,275,20,173,Sedgwick,Sedgwick County,Kansas,KS,518862.2295,2582.031938,200.9511276,2002.543823,1260.850745,1330.819214,899.572998,7.283195019,6.83795343,6.865725994,6.460511684,0.216523443,0.233757974
456,386,503,13,31,Bulloch,Bulloch County,Georgia,GA,77794.05844,1750.705245,44.43584016,1998.182129,1054.758207,974.6002197,330.5647278,6.450074196,5.587878888,5.347659111,4.892072678,0.371596734,0.424091635
457,385,405,18,35,Delaware,Delaware County,Indiana,IN,116895.4639,1015.536276,115.1071278,1998.08606,1054.769195,1097.259033,641.3922119,6.862546444,6.252250953,6.223177433,5.819360733,0.295126423,0.319970958
458,284,242,34,25,Monmouth,Monmouth County,New Jersey,NJ,632869.6705,1212.585319,521.9176421,1996.498901,1250.580718,1406.723267,1040.660522,7.211686611,6.832947031,6.919486046,6.712210178,0.136101366,0.123069117
459,2171,1964,54,89,Summers,Summers County,West Virginia,WV,13340.40149,933.930185,14.28415283,1995.292114,237.1901797,282.2910461,27.14865685,5.596955776,4.35172657,3.873696566,2.941873789,0.512427714,0.410812475
