rank_GHS_250m,rank_GHS_1km,rank_GPW_30as,fips_state,fips_county,county,countylong,state,stateabb,pop,landarea,popdens,pwpd_GHS_250m,pwpd_GHS_1km,pwpd_GPW_30as,pwpd_GPW_2.5as,pwlogpd_GHS_250m,pwlogpd_GHS_1km,pwlogpd_GPW_30as,pwlogpd_GPW_2.5as,gamma_GHS_250m,gamma_GHS_1km
2469,1910,1863,5,21,Clay,Clay County,Arkansas,AR,15268.9021,1656.214474,9.219157503,533.9988403,288.0378788,304.7878418,68.94319153,5.444359303,4.651183729,4.453644276,3.3837924,0.398742279,0.464338067
2470,2087,2025,29,11,Barton,Barton County,Missouri,MO,12374.43944,1533.351029,8.070193454,533.5773926,252.9785756,270.7290344,72.94100189,5.097661972,4.216058712,4.047536373,3.279359579,0.415665077,0.469669847
2471,2244,2238,5,95,Monroe,Monroe County,Arkansas,AR,7208.247743,1572.467982,4.584034667,533.4465942,223.8591118,228.9528503,74.4996109,5.515407085,4.537249421,4.267744064,3.356678247,0.469640568,0.528291463
2472,2274,2390,29,9,Barry,Barry County,Missouri,MO,35624.14281,2015.203933,17.67768623,533.237793,218.8618929,199.468277,44.17951584,5.336598396,4.299038634,3.991310596,3.292221069,0.327277366,0.330701948
2473,2159,2009,19,25,Calhoun,Calhoun County,Iowa,IA,8825.269007,1475.894599,5.979606547,532.9827271,239.5038898,273.3891907,53.67845535,5.493226528,4.432270011,4.306676388,3.143232107,0.444417027,0.50571536
2474,2232,2188,27,45,Fillmore,Fillmore County,Minnesota,MN,20758.09584,2230.746821,9.305446787,532.8581543,226.0483725,238.1441803,44.81884003,5.414079666,4.246265338,3.956385136,2.941073895,0.386908265,0.413762797
2475,3093,3186,21,237,Wolfe,Wolfe County,Kentucky,KY,7543.07302,575.419135,13.10883243,532.770874,86.14939165,34.6932373,21.94240952,5.189452648,3.862746382,2.998975754,2.77108717,0.407688266,0.296265527
2476,2697,2853,13,199,Meriwether,Meriwether County,Georgia,GA,22183.07269,1298.162536,17.0880549,532.7394409,157.784724,118.7417984,51.58893585,5.581629753,4.398658965,3.824841261,3.389517784,0.349165495,0.310077188
2477,2916,2906,22,111,Union,Union Parish,Louisiana,LA,22361.8026,2271.261418,9.845543283,532.4883423,123.8239993,107.0487442,49.19655228,5.004574299,3.889855486,3.486118317,3.034573078,0.379908446,0.327615503
2478,2481,2471,53,59,Skamania,Skamania County,Washington,WA,11503.86873,4294.930645,2.678476019,532.1190186,188.9276188,182.6323853,87.46192169,5.678878784,4.655703616,4.407137394,3.878361702,0.474560026,0.508788879
2479,2638,2294,46,115,Spink,Spink County,South Dakota,SD,5978.689928,3894.077295,1.535329033,532.1038818,166.7714962,218.4615326,35.98802948,5.048272133,3.734714732,3.579172611,2.233559608,0.531038696,0.567044834
2480,3061,3117,1,85,Lowndes,Lowndes County,Alabama,AL,10260.69475,1854.201377,5.533754252,531.4810791,97.25591185,59.5554657,18.61741066,5.410302162,3.951312611,3.030122519,2.384390354,0.443464529,0.380916884
2481,2512,2333,26,69,Iosco,Iosco County,Michigan,MI,25014.57562,1422.17377,17.58897271,530.7490234,183.8626209,210.7480469,119.6904449,5.673596382,4.546810347,4.440950394,3.982216597,0.339820659,0.323269354
2482,1704,1820,48,23,Baylor,Baylor County,Texas,TX,3516.783349,2246.764582,1.565265617,530.1588745,338.708821,318.1884155,93.99604797,5.612726212,4.964212975,4.546318054,3.632530928,0.555208273,0.696762151
2483,2725,2922,21,207,Russell,Russell County,Kentucky,KY,18028.04055,657.060481,27.43741416,530.0537109,153.5726752,104.5048523,63.2644577,5.654319763,4.481155437,3.995597124,3.77694416,0.319538171,0.265463285
2484,2305,2477,51,23,Botetourt,Botetourt County,Virginia,VA,34001.38507,1401.900525,24.25377868,529.8979492,215.0529066,181.5952606,109.6910019,5.720889091,4.793314087,4.428970337,4.11403513,0.30706173,0.301191956
2485,2589,2693,5,47,Franklin,Franklin County,Arkansas,AR,18125.8817,1576.909749,11.49455871,529.8530273,173.7422857,147.264679,48.17500305,5.421434879,4.241430123,3.834686518,3.277219534,0.377917902,0.368819409
2486,2830,2840,37,143,Perquimans,Perquimans County,North Carolina,NC,14349.89961,640.169367,22.41578611,529.6704712,139.9122016,120.7452545,55.91133118,5.785547256,4.495227831,3.932549477,3.565716743,0.341476512,0.283399161
2487,2400,2484,22,31,De Soto,De Soto Parish,Louisiana,LA,26825.85825,2269.93258,11.8179097,529.4321899,201.8230173,180.8075104,64.37084198,5.543017387,4.424489483,4.011742592,3.414707899,0.361549777,0.367230414
2488,1986,1865,48,267,Kimble,Kimble County,Texas,TX,4684.320926,3240.035979,1.445762009,529.0799561,273.5083371,304.3631897,72.63825226,4.859059811,4.005276751,3.652002335,2.71844697,0.54469726,0.648580385
2489,2578,2615,45,1,Abbeville,Abbeville County,South Carolina,SC,24968.68482,1272.789833,19.61728808,528.1824951,174.5269241,160.1526337,62.9680481,5.521238327,4.502966806,4.095756054,3.609971762,0.332410677,0.305731997
2490,2110,2028,49,27,Millard,Millard County,Utah,UT,12423.37456,17574.36358,0.70690324,527.5880737,248.2620387,270.3596497,72.95310211,5.590500832,4.712420694,4.544352055,3.420752764,0.527228196,0.59967551
2491,1898,1934,19,135,Monroe,Monroe County,Iowa,IA,8047.986185,1123.320774,7.164459495,527.458252,291.9042023,289.8830261,102.2126465,5.37638855,4.481342864,4.047216415,3.559936047,0.440771834,0.527800333
2492,1765,1640,19,131,Mitchell,Mitchell County,Iowa,IA,10984.52918,1215.049038,9.04039988,527.392395,326.1937873,366.2561035,86.63233185,5.48113203,4.442095058,4.167211056,3.317275286,0.415337189,0.504860005
2493,2106,1892,56,31,Platte,Platte County,Wyoming,WY,8519.404582,5390.926633,1.580322858,526.6786499,249.067044,299.4420166,68.74681091,5.356672764,4.385733491,4.288884163,3.24861908,0.511136187,0.588898353
2494,2125,1874,30,97,Sweet Grass,Sweet Grass County,Montana,MT,3635.511038,4805.73523,0.756494244,526.6691895,246.1966132,302.1893311,35.36600113,4.808777809,3.796950313,3.583206177,2.337214947,0.581693187,0.682411824
2495,2350,1979,55,65,Lafayette,Lafayette County,Wisconsin,WI,16744.77773,1640.985427,10.20409899,526.5427246,209.2444203,279.7907715,46.84421921,5.360606194,4.18939094,3.968539953,3.044730902,0.385489993,0.408036234
2496,2324,2340,28,95,Monroe,Monroe County,Mississippi,MS,36892.98211,1981.570208,18.61805449,526.2093506,211.9601645,209.0003052,91.60482025,5.599002361,4.571899977,4.214178085,3.704488993,0.324525949,0.320387297
2497,2342,2380,21,181,Nicholas,Nicholas County,Kentucky,KY,7322.523,505.465731,14.48668535,525.8856201,210.3001712,201.9416504,50.53155136,5.160654545,4.246569214,3.677351713,3.166763783,0.40092003,0.429734866
2498,2082,2127,48,35,Bosque,Bosque County,Texas,TX,18919.3114,2545.90814,7.431262385,525.7705078,253.7640516,253.1661987,47.56558609,5.421057224,4.504136467,4.115709782,3.11061573,0.403154975,0.450216767
2499,2513,2705,47,101,Lewis,Lewis County,Tennessee,TN,12431.40826,730.614737,17.01499796,525.6096191,183.7911576,145.1700592,70.38985443,5.453890324,4.420203624,3.933048487,3.612828255,0.36618196,0.360895655
2500,2040,1680,20,77,Harper,Harper County,Kansas,KS,5729.037002,2075.290355,2.760595397,525.300415,261.9985046,355.9804382,70.85187531,5.345339775,4.470683003,4.530395031,3.316286564,0.504045872,0.59609558
2501,2834,2841,47,77,Henderson,Henderson County,Tennessee,TN,28708.392,1346.816748,21.3157373,524.7658691,139.3399744,120.726593,70.51024628,5.348741531,4.212977597,3.881230116,3.55712986,0.32119132,0.260560876
2502,2811,2657,39,53,Gallia,Gallia County,Ohio,OH,29410.88524,1208.308871,24.34053572,524.4503784,142.2987554,152.5200958,68.06984711,5.532547951,4.323785762,3.991451263,3.721188545,0.307495877,0.248808141
2503,2009,1843,17,173,Shelby,Shelby County,Illinois,IL,21568.17534,1964.532713,10.97878147,524.3806763,268.7045888,312.2147827,62.51218796,5.447671413,4.395290399,4.266758919,3.245463133,0.371986887,0.421685883
2504,2674,2760,28,145,Union,Union County,Mississippi,MS,28001.196,1076.417872,26.01331391,524.303894,161.7109323,134.0434265,65.99979401,5.682578564,4.482189909,3.987142801,3.698887825,0.308574457,0.261724505
2505,2715,2698,37,61,Duplin,Duplin County,North Carolina,NC,63501.68087,2110.215814,30.09250544,524.2987061,155.0252545,146.5753326,54.74085999,5.699015617,4.467100986,4.121944427,3.677588701,0.27468757,0.214161884
2506,2616,2748,54,67,Nicholas,Nicholas County,West Virginia,WV,25953.70374,1675.324339,15.49174876,524.2449951,169.3866851,136.6764832,52.81559753,5.43055439,4.404558476,3.878391743,3.398854971,0.345906733,0.322191985
2507,2389,2199,54,95,Tyler,Tyler County,West Virginia,WV,9277.081229,663.818549,13.97532691,524.1546631,203.3224715,236.0129547,43.52927399,5.346145153,4.3864944,3.919830561,3.16862154,0.393647844,0.412049276
2508,2413,2448,40,89,McCurtain,McCurtain County,Oklahoma,OK,32361.01191,4793.716602,6.750714444,523.3297119,199.7923736,186.7637787,80.52140808,5.250201225,4.236944388,3.838942528,3.319194555,0.387178964,0.399717504
2509,2495,2679,45,11,Barnwell,Barnwell County,South Carolina,SC,21989.79662,1420.294945,15.48255642,522.9156494,187.3366535,149.259613,64.61169434,5.667169094,4.627523737,4.222070217,3.739359856,0.350947228,0.343480351
2510,2385,2416,47,99,Lawrence,Lawrence County,Tennessee,TN,42584.71369,1598.359112,26.64276968,522.8629761,204.1372727,192.7388611,72.87728119,5.490321636,4.467159583,4.167179108,3.762747049,0.293593341,0.276040208
2511,1837,1758,20,13,Brown,Brown County,Kansas,KS,9379.937182,1478.550075,6.344010487,522.5300293,306.8687488,335.625061,68.85666656,5.286166668,4.455160378,4.314998627,3.06695199,0.436341806,0.531443504
2512,2567,2610,5,23,Cleburne,Cleburne County,Arkansas,AR,26761.40976,1434.077953,18.66105654,522.1582642,176.2825013,160.5709381,65.6064682,5.328744888,4.340703285,3.924923182,3.5865767,0.331899899,0.308965783
2513,2221,1791,20,7,Barber,Barber County,Kansas,KS,4620.892943,2937.240786,1.573208763,522.0700684,228.4274696,326.3782654,37.80910873,5.299450397,4.342099572,4.45990181,2.774005651,0.54001598,0.623413973
2514,2501,2539,13,105,Elbert,Elbert County,Georgia,GA,19759.29644,909.338653,21.72930445,521.9348145,186.0250755,171.1036835,88.99958038,5.572966576,4.460533301,4.079967499,3.746096611,0.331434675,0.315178146
2515,1900,1953,20,205,Wilson,Wilson County,Kansas,KS,8896.064901,1477.38575,6.021490935,521.4007568,291.7525201,284.5849609,71.71416473,5.323361874,4.455967757,4.294748306,3.282445192,0.443134415,0.531728607
2516,2853,3004,37,29,Camden,Camden County,North Carolina,NC,11823.18031,622.44868,18.99462669,521.3182373,136.8427866,86.25170898,43.91966248,5.857690334,4.581866888,3.875300646,3.538769007,0.359148655,0.306928906
2517,2176,1950,38,53,McKenzie,McKenzie County,North Dakota,ND,7052.145063,7148.712746,0.986491598,521.0769653,236.4060403,285.460968,43.78986359,4.838228703,3.696646623,3.271253109,2.127576351,0.542769525,0.617390895
2518,2699,2683,39,117,Morrow,Morrow County,Ohio,OH,36490.10715,1051.881046,34.69033622,520.921814,157.5127223,148.5251312,54.66350555,5.617822647,4.374077912,4.085472107,3.7419312,0.279294503,0.217443542
2519,2173,1943,41,63,Wallowa,Wallowa County,Oregon,OR,6828.354247,8147.835329,0.838057468,520.5609741,236.915685,286.8511963,60.49386597,5.295431614,4.398901599,4.127010822,3.128084183,0.546043535,0.626768994
2520,2013,1942,17,175,Stark,Stark County,Illinois,IL,5786.612188,746.15617,7.755229294,520.460022,266.993541,287.7210999,43.04954147,5.461449623,4.473212973,4.242921352,2.952906847,0.44830378,0.534979882
2521,2169,1962,8,55,Huerfano,Huerfano County,Colorado,CO,6152.459557,4120.756304,1.493041351,520.2351685,237.4516767,282.609314,38.84320068,4.912503719,4.069893389,3.874184132,2.564980745,0.527721859,0.608995146
2522,2882,2846,29,181,Ripley,Ripley County,Missouri,MO,14373.87864,1630.47846,8.815742735,519.9024048,132.2308302,119.8435669,36.3990097,4.874999523,3.851437015,3.353833675,2.953613043,0.401701689,0.366114093
2523,2112,2050,31,31,Cherry,Cherry County,Nebraska,NE,5489.679297,15436.86825,0.355621309,519.1591797,248.1666302,266.4046021,36.69177628,4.57674408,3.50590761,3.029923916,1.75287962,0.587274851,0.678934085
2524,2647,2713,45,81,Saluda,Saluda County,South Carolina,SC,19948.79762,1173.136866,17.00466348,519.0645142,165.5338096,143.7208405,47.6713829,5.293729782,4.1466026,3.801310778,3.329334736,0.347215649,0.321996218
2525,2101,2064,29,121,Macon,Macon County,Missouri,MO,15294.55375,2075.118025,7.370450048,518.8872681,250.6052009,264.0359802,90.43440247,5.129941463,4.263737179,4.063495636,3.380507708,0.408551883,0.461705249
2526,2354,2681,45,49,Hampton,Hampton County,South Carolina,SC,20845.88257,1450.327705,14.37322234,518.3066406,208.8682917,148.6530151,57.48746109,5.519379139,4.579247908,4.153408527,3.573356867,0.35716245,0.36765169
2527,2080,1853,38,31,Foster,Foster County,North Dakota,ND,3127.741127,1642.258774,1.904536104,517.8656616,254.9295587,307.1087341,48.02367783,5.268967628,4.295361598,4.167999744,2.815557003,0.551095403,0.661380692
2528,2490,2665,45,39,Fairfield,Fairfield County,South Carolina,SC,24101.6688,1777.521231,13.55914539,517.6202393,188.1348625,151.5345459,48.29606628,5.65272522,4.469110603,3.801394701,3.264241219,0.355531747,0.351477556
2529,2483,2607,47,103,Lincoln,Lincoln County,Tennessee,TN,34658.13435,1477.179212,23.46237617,516.9354858,188.6716728,160.9633636,75.99436188,5.575109005,4.495419689,4.071431637,3.747324467,0.308737035,0.28564562
2530,2858,2722,16,21,Boundary,Boundary County,Idaho,ID,11330.36143,3285.863793,3.448213968,516.65979,136.3372249,142.0619812,63.16621399,5.520303249,4.235478638,3.606103659,3.150991201,0.459967262,0.454131189
2531,2310,2263,48,149,Fayette,Fayette County,Texas,TX,25728.10755,2460.316895,10.45723321,516.3126831,214.7176034,224.5852203,60.69736099,5.325141907,4.23586576,3.858276606,3.237799883,0.368341156,0.387040496
2532,2199,1968,27,129,Renville,Renville County,Minnesota,MN,14966.98287,2545.744685,5.879215996,516.2735596,232.4504908,281.9496765,48.49087143,5.2999506,4.205316984,4.074975967,2.985506773,0.42193681,0.468907185
2533,2757,2541,54,23,Grant,Grant County,West Virginia,WV,12065.43882,1236.388353,9.758615718,516.149353,149.8241832,170.8591614,34.78332138,5.45961237,4.158042686,3.611227989,2.996876478,0.40048772,0.383613932
2534,2281,2219,5,61,Howard,Howard County,Arkansas,AR,13587.35031,1524.380362,8.913359583,514.0377197,217.9496288,232.94133,81.94915009,5.540414333,4.474005645,4.171265602,3.440909147,0.402736071,0.436152684
2535,1756,1782,20,147,Phillips,Phillips County,Kansas,KS,5426.225911,2294.395646,2.364991374,514.0334473,326.9341811,329.6729126,51.48635483,5.333744049,4.488207803,4.344956398,2.885464668,0.512132238,0.636965797
2536,1927,1734,46,51,Grant,Grant County,South Dakota,SD,7049.916418,1764.937242,3.994428952,513.9119873,284.4119506,341.6882629,79.92984009,5.015452862,4.096693227,3.978894472,3.080297947,0.473922961,0.570572101
2537,2651,2789,18,119,Owen,Owen County,Indiana,IN,21073.49367,997.911601,21.11759564,513.2270508,165.0924063,130.3700562,39.95220566,5.425161839,4.22371461,3.705593109,3.329028845,0.328822465,0.297784332
2538,2690,2633,29,149,Oregon,Oregon County,Missouri,MO,11490.112,2045.563487,5.617088922,512.1760864,159.0098239,157.3390808,37.64508057,4.296199799,3.558240939,3.170695782,2.663328171,0.438051259,0.438536599
2539,2174,2139,17,189,Washington,Washington County,Illinois,IL,14476.98931,1457.093517,9.93552517,512.0849609,236.8474824,251.0723877,54.74818802,5.425323486,4.255808226,3.949576139,3.153617859,0.392962513,0.435366973
2540,2743,2891,1,9,Blount,Blount County,Alabama,AL,60306.18544,1670.103866,36.10924247,512.0308228,151.5125485,110.560379,62.59798431,5.665197849,4.522074376,4.096837044,3.822758913,0.260257812,0.193260875
2541,2421,2348,18,101,Martin,Martin County,Indiana,IN,9949.605517,869.615712,11.44138196,511.3669434,197.9921239,207.1525726,41.79380417,5.513363838,4.366332833,3.935734749,3.048903942,0.395768338,0.421242438
2542,3013,3166,37,73,Gates,Gates County,North Carolina,NC,12826.86813,882.181716,14.53993877,511.2744141,107.8696611,44.92956543,22.0070858,5.498627663,4.194153115,3.301208735,2.906096697,0.371200799,0.295474311
2543,2439,2672,21,103,Henry,Henry County,Kentucky,KY,15345.24763,741.50031,20.69486341,511.1183472,195.5387461,150.3376923,46.65851593,5.584637642,4.463567578,3.958949804,3.465262175,0.340824539,0.339837082
2544,2442,2149,29,211,Sullivan,Sullivan County,Missouri,MO,6631.108057,1678.265048,3.951168539,511.1165771,195.3226519,248.778656,29.14965057,4.695339203,3.791978889,3.610645771,2.447803497,0.480799199,0.525302422
2545,2052,1563,20,163,Rooks,Rooks County,Kansas,KS,4902.498258,2306.454196,2.125556305,510.9161987,260.062718,387.2573547,67.41162872,5.478271484,4.552402906,4.632203579,3.219818354,0.521567868,0.620767091
2546,2104,1931,20,131,Nemaha,Nemaha County,Kansas,KS,9749.100107,1858.12794,5.246732422,510.7380981,249.526324,290.5864868,59.2441864,5.16781044,4.178859414,4.035326481,3.041208506,0.443774342,0.513058629
2547,2554,2691,5,53,Grant,Grant County,Arkansas,AR,18344.69931,1636.384327,11.21050783,510.7268066,178.623252,147.4631042,76.91282654,5.532819748,4.393356551,3.81612277,3.367131948,0.37508864,0.374099443
2548,2774,2725,1,49,DeKalb,DeKalb County,Alabama,AL,74137.59751,2012.67648,36.83532761,510.7027893,147.3743545,141.5692291,66.47013855,5.583147526,4.397220529,4.181801319,3.881991148,0.253519924,0.182263491
2549,2250,2270,48,59,Callahan,Callahan County,Texas,TX,13799.22623,2329.363239,5.924033657,510.6739502,222.4747001,223.279007,80.95471191,5.535119057,4.549549673,4.189506054,3.607139587,0.423732419,0.467642465
2550,2986,3039,47,27,Clay,Clay County,Tennessee,TN,7605.700536,612.626856,12.41489899,510.0545349,112.163894,79.30895233,22.21085739,5.433105946,4.03189996,3.160283804,2.779647827,0.402650968,0.342964713
2551,1959,1895,20,3,Anderson,Anderson County,Kansas,KS,8049.112094,1501.272903,5.361524929,509.8113708,277.8157724,299.0445557,66.39826202,5.140413284,4.147991515,3.931569576,3.046583891,0.451947637,0.539741964
2552,2773,2707,55,137,Waushara,Waushara County,Wisconsin,WI,24719.10687,1621.751247,15.24223084,509.4786987,147.4932616,144.4873352,43.65638733,5.266163826,4.059633585,3.73013711,3.23715806,0.344004413,0.307080525
2553,2627,2051,17,155,Putnam,Putnam County,Illinois,IL,5967.518243,414.649309,14.39172359,509.2889404,168.2210836,266.2315674,95.03329468,5.582238197,4.484642479,4.433749676,3.959011316,0.406379767,0.407905944
2554,2033,1738,20,39,Decatur,Decatur County,Kansas,KS,2736.812653,2314.199329,1.182617512,509.1938171,263.5060118,340.5967712,61.35495377,5.057897091,4.117815143,4.139568806,2.79127121,0.577607704,0.69787947
2555,2163,2032,31,51,Dixon,Dixon County,Nebraska,NE,5521.820606,1233.119999,4.477926407,508.7266541,238.3791371,269.648407,37.11594009,5.195111752,4.092954751,3.909726143,2.82520318,0.477906445,0.558456263
2556,2179,2057,20,43,Doniphan,Doniphan County,Kansas,KS,7754.850349,1019.105691,7.609466238,508.5462646,236.0063771,265.9164429,44.93514252,5.360012531,4.477253915,4.196919918,3.14370966,0.433727819,0.495831398
2557,2752,2811,37,163,Sampson,Sampson County,North Carolina,NC,64377.11003,2449.357434,26.2832648,508.5050354,150.0224405,126.2530518,59.63018799,5.57638216,4.38589171,3.935106039,3.640362263,0.279930547,0.223211942
2558,2175,1890,19,9,Audubon,Audubon County,Iowa,IA,5730.14733,1147.264566,4.994617196,508.0479736,236.8341487,299.7179565,54.27596283,5.172616005,4.047769474,3.863756418,2.979458809,0.47075668,0.547753722
2559,2154,1996,48,483,Wheeler,Wheeler County,Texas,TX,5407.50184,2368.629213,2.282966794,507.7180481,240.3894074,276.4733887,52.01452637,5.356432438,4.496661269,4.341622829,3.027686119,0.512473137,0.599323598
2560,2585,2483,13,163,Jefferson,Jefferson County,Georgia,GA,16610.47612,1363.760603,12.17990613,507.3676147,174.2437595,180.8684998,54.27788925,5.525191784,4.452688872,4.10449791,3.385602236,0.373336619,0.368615572
2561,2355,2535,5,83,Logan,Logan County,Arkansas,AR,22044.98787,1834.415737,12.01744372,507.2773438,208.8308327,172.5865021,54.78977203,5.459049225,4.380968477,3.85319972,3.294029713,0.363735933,0.37995507
2562,3014,3057,48,351,Newton,Newton County,Texas,TX,14307.48504,2418.212542,5.916553979,507.2062683,107.7421287,75.09381104,24.27310371,4.870287895,3.80731766,3.21804738,2.529586554,0.42331371,0.372489665
2563,2795,2728,21,91,Hancock,Hancock County,Kentucky,KY,9116.681196,486.07147,18.7558451,506.7006226,143.7951761,140.8198853,163.7161713,5.326622486,4.166891062,3.783490896,4.237321854,0.374840087,0.32925434
2564,2367,2221,40,117,Pawnee,Pawnee County,Oklahoma,OK,16378.46598,1472.023155,11.12650023,505.9616394,206.5045238,232.8810883,61.90013504,5.502689362,4.393962436,4.161348343,3.452195644,0.379030431,0.400443551
2565,2184,1989,48,285,Lavaca,Lavaca County,Texas,TX,19366.83581,2511.53525,7.711154288,505.7175598,235.3263316,277.6191406,66.31079865,5.258975983,4.297987565,4.026657581,3.222196817,0.395601686,0.436640484
2566,1983,1837,46,123,Tripp,Tripp County,South Dakota,SD,5229.00507,4176.247415,1.252082204,505.7154846,273.5901171,314.4068909,62.4712677,4.70379734,3.929097342,3.797829151,2.63738513,0.540105876,0.646121428
2567,2296,2048,31,121,Merrick,Merrick County,Nebraska,NE,7791.379523,1258.350331,6.191741148,505.5171814,216.5647629,266.8516541,53.25061798,5.412671566,4.272694272,4.177463055,3.174870491,0.446391979,0.498023815
2568,2838,2963,1,107,Pickens,Pickens County,Alabama,AL,19107.60368,2282.674053,8.370710508,505.0712891,139.1625617,96.23140717,36.27357483,5.442416191,4.090286146,3.429511786,2.94357276,0.390899317,0.363489797
2569,2639,2554,31,63,Frontier,Frontier County,Nebraska,NE,2617.055193,2524.283299,1.036751776,504.6651001,166.7092208,168.8112183,22.29980469,4.711710453,3.554259376,3.248769283,1.825187802,0.584860491,0.648499494
2570,2881,2934,48,379,Rains,Rains County,Texas,TX,11936.97029,594.280898,20.08641087,503.0247498,132.4564899,101.8518219,34.7542038,5.681591988,4.321777411,3.753352404,3.273018599,0.35291091,0.295304012
2571,2822,2774,21,219,Todd,Todd County,Kentucky,KY,12238.43508,969.958282,12.61748603,502.9296265,140.9155491,131.686676,120.6262512,5.485609055,4.126498726,3.511190176,3.867121935,0.379057701,0.350878049
2572,2808,2528,27,87,Mahnomen,Mahnomen County,Minnesota,MN,5489.670282,1444.868073,3.799426663,502.8674927,142.4364223,173.9337158,32.58208084,4.885109901,3.642680392,3.337548018,2.474324942,0.486644399,0.498097648
2573,3100,3187,51,17,Bath,Bath County,Virginia,VA,4501.119307,1370.626056,3.283987844,502.8504639,85.12262052,34.26252747,9.997306824,4.643343925,3.44611081,2.44447279,1.835964203,0.502688379,0.4506471
2574,2992,3103,51,35,Carroll,Carroll County,Virginia,VA,30426.22561,1229.582397,24.74517013,502.809845,111.0734035,64.39968872,47.88636398,5.261639595,4.169790273,3.667402744,3.597063541,0.305099871,0.211058508
2575,2691,2497,39,105,Meigs,Meigs County,Ohio,OH,22862.85053,1113.957867,20.52398139,502.4048157,158.92584,178.7168427,58.59393311,5.35735178,4.177816045,3.822316647,3.496588945,0.32242744,0.291752935
2576,2520,2450,13,107,Emanuel,Emanuel County,Georgia,GA,22506.4895,1762.672232,12.7683917,502.2069397,182.875654,186.2330627,84.57748413,5.380331516,4.369566082,4.038426876,3.501819134,0.357437921,0.356117868
2577,3118,3179,1,23,Choctaw,Choctaw County,Alabama,AL,12800.45713,2365.869841,5.41046549,502.1495056,80.40046761,39.43080521,16.0801239,4.706068039,3.457197709,2.637833118,2.235337496,0.429883888,0.34737022
2578,2280,2360,18,147,Spencer,Spencer County,Indiana,IN,20895.13696,1027.623726,20.33345127,501.8247986,218.1419436,204.5656738,53.36170578,5.497619152,4.457808023,4.188241959,3.524825335,0.329688989,0.34215964
2579,2452,2636,48,51,Burleson,Burleson County,Texas,TX,17388.74925,1706.888861,10.18739395,501.5557556,193.1360352,156.8628693,46.89590836,5.498448372,4.355250922,3.604454517,3.036084652,0.381438014,0.395333871
2580,2132,2013,27,173,Yellow Medicine,Yellow Medicine County,Minnesota,MN,9670.584715,1966.062958,4.918756378,501.3656616,245.0268315,272.1853027,42.1224556,5.104524136,4.002031668,3.841322899,2.7225914,0.443541187,0.515350881
2581,2925,2926,28,155,Webster,Webster County,Mississippi,MS,10019.25651,1090.760204,9.185572114,500.1073608,122.0972316,103.9588928,30.85738754,5.017401695,3.850970344,3.416802406,2.894756556,0.40698956,0.369881415
2582,2056,1910,31,17,Brown,Brown County,Nebraska,NE,2942.978358,3163.296263,0.930351796,499.4443054,259.4054597,294.8663025,62.26517105,5.208150387,4.24037576,4.030395508,2.868149281,0.58039489,0.698638341
2583,2206,2210,48,93,Comanche,Comanche County,Texas,TX,13804.33109,2428.768921,5.683674134,499.0696411,231.1278223,234.0320587,90.97807312,5.204576492,4.262117428,3.846614838,3.248535156,0.423456529,0.475344012
2584,2405,2387,30,53,Lincoln,Lincoln County,Montana,MT,19849.18795,9356.423252,2.121450411,498.9659424,201.0744984,200.2922974,71.99268341,5.36749506,4.337904244,3.934135437,3.222444057,0.457860677,0.497776234
2585,2122,1685,27,63,Jackson,Jackson County,Minnesota,MN,9688.889896,1820.689416,5.321550074,498.9234009,246.813806,355.0108948,52.32637024,5.231543541,4.138084933,3.973970413,2.925587654,0.441535408,0.51110759
2586,2475,2267,46,109,Roberts,Roberts County,South Dakota,SD,10033.8435,2851.702828,3.518544571,498.7382507,189.6841675,224.0308228,31.6720829,4.931411743,3.761084975,3.546916723,2.469308376,0.46103518,0.50119125
2587,2316,2239,28,97,Montgomery,Montgomery County,Mississippi,MS,10244.8904,1054.074827,9.719319859,498.6040649,213.4263088,228.9140778,108.6257706,5.113165379,4.274703605,4.084975243,3.59412694,0.404643272,0.443820422
2588,2326,2218,39,137,Putnam,Putnam County,Ohio,OH,34116.76567,1249.783588,27.29813865,498.4632263,211.6956174,233.0163422,74.94284058,5.515624046,4.507080468,4.379278183,3.821043253,0.293566008,0.287254208
2589,2676,2544,42,115,Susquehanna,Susquehanna County,Pennsylvania,PA,43486.39954,2132.844489,20.38892182,498.0706177,161.4901426,170.5040283,49.34038162,5.265010834,4.099800933,3.78096509,3.388886213,0.306268694,0.269979806
2590,2065,2101,19,53,Decatur,Decatur County,Iowa,IA,8239.835369,1377.567269,5.981439567,497.8313293,257.3007901,258.0820618,51.85002899,5.285537243,4.373069186,4.089771271,3.004320383,0.441717101,0.52041309
2591,2905,2965,55,113,Sawyer,Sawyer County,Wisconsin,WI,16525.27557,3257.235817,5.073404721,497.6973267,126.3140818,96.11614227,45.07213974,4.762425423,3.627449411,3.351104736,2.848699331,0.422060041,0.397441558
2592,2320,2344,29,229,Wright,Wright County,Missouri,MO,19295.19022,1765.788214,10.92723922,497.6705933,213.161015,208.1035156,59.83744049,5.142774582,4.151844397,3.68181777,3.161497831,0.373899451,0.397358091
2593,2295,2296,29,139,Montgomery,Montgomery County,Missouri,MO,12188.3319,1385.765315,8.795379543,497.4427185,216.5775564,218.0762329,43.56422424,5.234075069,4.183150342,3.8685987,2.990500212,0.403494451,0.442869603
