hr_uid,region,area,province,province_abb,pop,pwpd,pwlogpd,popdens,gamma
2404,Region de la Mauricie et du Centre-du-Quebec,47224.867484284114,Quebec,QC,522316.1875,1979.90673828125,7.010504245758057,11.06019382000004,0.38325460812041173
2405,Region de l'Estrie,12847.431976578027,Quebec,QC,484128.625,2015.044189453125,6.903687000274658,37.682910163105596,0.3252702636589465
2406,Region de Montreal,469.43892531842704,Quebec,QC,1748232.625,10537.0126953125,9.023481369018555,3724.0896114742704,0.11654606026963911
2407,Region de l'Outaouais,34064.70062741756,Quebec,QC,402967.71875,3059.0830078125,7.363420486450195,11.829480703718986,0.42058001264503425
2408,Region de l'Abitibi-Temiscamingue,64638.386759579415,Quebec,QC,150701.734375,1610.27294921875,6.773806095123291,2.3314587806086604,0.47206245654982765
2409,Region de la Cote-Nord,268326.73868193506,Quebec,QC,69112.3125,2112.750244140625,7.185025215148926,0.25756774311606445,0.5900926068488238
2410,Region du Nord-du-Quebec,340318.17242409906,Quebec,QC,15294.431640625,1837.45849609375,7.022725582122803,0.04494156609881333,0.6846148737222119
2411,Region de la GaspesieIles-de-la-Madeleine,20653.033120403692,Quebec,QC,88161.8125,825.603271484375,6.170281410217285,4.268710168914732,0.4142837099090025
2412,Region de la Chaudiere-Appalaches,15367.968280509645,Quebec,QC,429844.0,1668.130859375,6.7954816818237305,27.97012540331357,0.32936791681791067
2413,Region de Laval,247.89658600751974,Quebec,QC,426466.5625,5098.6123046875,8.308174133300781,1720.340603993084,0.13112465768540885
2414,Region de Lanaudiere,13405.404208275964,Quebec,QC,448304.25,2447.084716796875,7.278082847595215,33.442053893700184,0.34969354478164344
2415,Region des Laurentides,22463.413698328808,Quebec,QC,565426.75,2487.7490234375,7.2483625411987305,25.17100729182874,0.3590804916696491
2416,Region de la Monteregie,8818.559651829575,Quebec,QC,1346772.0,3256.85595703125,7.638301849365234,152.72017803050036,0.2580633863821061
2417,Region du Nunavik,502953.6277426907,Quebec,QC,9991.046875,2369.552001953125,6.5934858322143555,0.01986474761071091,0.735134964989135
2418,Region des Terres-Cries-de-la-Baie-James,5784.19446409058,Quebec,QC,17649.82421875,1620.939453125,6.681168556213379,3.0513884566508938,0.5487455217843176
